,Member_type,Duration(day)
12349,bachelor degree,31.0
12350,bachelor degree,14.0
12351,bachelor degree,15.0
12352,bachelor degree,15.0
12353,bachelor degree,7.0
12354,bachelor degree,4.0
12355,bachelor degree,8.0
12356,bachelor degree,28.0
12357,bachelor degree,8.0
12358,bachelor degree,5.0
12359,bachelor degree,1.0
12360,bachelor degree,22.0
12361,bachelor degree,14.0
12362,bachelor degree,14.0
12363,bachelor degree,8.0
12364,bachelor degree,30.0
12365,bachelor degree,17.0
12366,bachelor degree,17.0
12367,bachelor degree,37.0
12368,bachelor degree,10.0
12369,bachelor degree,2.0
12370,bachelor degree,4.0
12371,bachelor degree,27.0
12372,bachelor degree,13.0
12373,bachelor degree,14.0
12374,bachelor degree,14.0
12375,bachelor degree,14.0
12376,bachelor degree,28.0
12377,bachelor degree,13.0
12378,bachelor degree,15.0
12379,bachelor degree,13.0
12380,bachelor degree,4.0
12381,bachelor degree,5.0
12382,bachelor degree,26.0
12383,bachelor degree,14.0
12384,bachelor degree,13.0
12385,bachelor degree,3.0
12386,bachelor degree,14.0
12387,bachelor degree,6.0
12388,bachelor degree,24.0
12389,bachelor degree,16.0
12390,bachelor degree,21.0
12391,bachelor degree,2.0
12392,bachelor degree,92.0
12393,bachelor degree,28.0
12394,bachelor degree,14.0
12395,bachelor degree,9.0
12396,bachelor degree,15.0
12397,bachelor degree,14.0
12398,bachelor degree,43.0
12399,bachelor degree,14.0
12400,bachelor degree,10.0
12401,bachelor degree,8.0
12402,bachelor degree,12.0
12403,bachelor degree,7.0
12404,bachelor degree,28.0
12405,bachelor degree,15.0
12406,bachelor degree,3.0
12407,bachelor degree,10.0
12408,bachelor degree,28.0
12409,bachelor degree,45.0
12410,bachelor degree,7.0
12411,bachelor degree,14.0
12412,bachelor degree,17.0
12413,bachelor degree,30.0
12414,bachelor degree,12.0
12415,bachelor degree,45.0
12416,bachelor degree,6.0
12417,bachelor degree,110.0
12418,bachelor degree,27.0
12419,bachelor degree,15.0
12420,bachelor degree,14.0
12421,bachelor degree,14.0
12422,bachelor degree,23.0
12423,bachelor degree,23.0
12424,bachelor degree,15.0
12425,bachelor degree,14.0
12426,bachelor degree,18.0
12427,bachelor degree,5.0
12428,bachelor degree,26.0
12429,bachelor degree,11.0
12430,bachelor degree,1.0
12431,bachelor degree,27.0
12432,bachelor degree,14.0
12433,bachelor degree,12.0
12434,bachelor degree,4.0
12435,bachelor degree,37.0
12436,bachelor degree,26.0
12437,bachelor degree,13.0
12438,bachelor degree,31.0
12439,bachelor degree,14.0
12440,bachelor degree,4.0
12441,bachelor degree,14.0
12442,bachelor degree,10.0
12443,bachelor degree,14.0
12444,bachelor degree,14.0
12445,bachelor degree,17.0
12446,bachelor degree,11.0
12447,bachelor degree,6.0
12448,bachelor degree,18.0
12449,bachelor degree,23.0
12450,bachelor degree,32.0
12451,bachelor degree,33.0
12452,bachelor degree,23.0
12453,bachelor degree,28.0
12455,bachelor degree,120.0
12456,bachelor degree,14.0
12457,bachelor degree,24.0
12458,bachelor degree,17.0
12459,bachelor degree,14.0
12460,bachelor degree,5.0
12461,bachelor degree,19.0
12462,bachelor degree,5.0
12463,bachelor degree,26.0
12464,bachelor degree,16.0
12465,bachelor degree,11.0
12467,bachelor degree,12.0
12468,bachelor degree,68.0
12469,bachelor degree,13.0
12470,bachelor degree,17.0
12471,bachelor degree,30.0
12472,bachelor degree,35.0
12473,bachelor degree,27.0
12474,bachelor degree,2.0
12475,bachelor degree,28.0
12476,bachelor degree,28.0
12477,bachelor degree,10.0
12478,bachelor degree,20.0
12479,bachelor degree,13.0
12480,bachelor degree,26.0
12481,bachelor degree,38.0
12482,bachelor degree,21.0
12483,bachelor degree,36.0
12484,bachelor degree,16.0
12485,bachelor degree,8.0
12486,bachelor degree,7.0
12487,bachelor degree,14.0
12488,bachelor degree,9.0
12489,bachelor degree,14.0
12490,bachelor degree,13.0
12491,bachelor degree,18.0
12492,bachelor degree,7.0
12493,bachelor degree,20.0
12494,bachelor degree,9.0
12495,bachelor degree,5.0
12496,bachelor degree,3.0
12497,bachelor degree,14.0
12498,bachelor degree,14.0
12499,bachelor degree,12.0
12500,bachelor degree,15.0
12502,bachelor degree,8.0
12503,bachelor degree,14.0
12504,bachelor degree,19.0
12505,bachelor degree,29.0
12506,bachelor degree,1.0
12507,bachelor degree,30.0
12508,bachelor degree,13.0
12509,bachelor degree,15.0
12510,bachelor degree,7.0
12511,bachelor degree,22.0
12513,bachelor degree,12.0
12514,bachelor degree,10.0
12515,bachelor degree,9.0
12516,bachelor degree,10.0
12517,bachelor degree,4.0
12518,bachelor degree,4.0
12519,bachelor degree,113.0
12520,bachelor degree,14.0
12521,bachelor degree,15.0
12522,bachelor degree,31.0
12523,bachelor degree,5.0
12524,bachelor degree,10.0
12525,bachelor degree,12.0
12527,bachelor degree,10.0
12528,bachelor degree,20.0
12529,bachelor degree,7.0
12530,bachelor degree,18.0
12531,bachelor degree,2.0
12532,bachelor degree,2.0
12533,bachelor degree,10.0
12534,bachelor degree,25.0
12535,bachelor degree,13.0
12536,bachelor degree,15.0
12538,bachelor degree,28.0
12539,bachelor degree,18.0
12540,bachelor degree,22.0
12541,bachelor degree,29.0
12542,bachelor degree,17.0
12543,bachelor degree,84.0
12544,bachelor degree,6.0
12547,bachelor degree,4.0
12548,bachelor degree,7.0
12549,bachelor degree,29.0
12550,bachelor degree,18.0
12551,bachelor degree,14.0
12552,bachelor degree,23.0
12553,bachelor degree,5.0
12554,bachelor degree,14.0
12555,bachelor degree,23.0
12556,bachelor degree,13.0
12557,bachelor degree,13.0
12558,bachelor degree,14.0
12559,bachelor degree,6.0
12560,bachelor degree,7.0
12562,bachelor degree,7.0
12564,bachelor degree,26.0
12565,bachelor degree,11.0
12566,bachelor degree,8.0
12567,bachelor degree,4.0
12568,bachelor degree,68.0
12569,bachelor degree,15.0
12570,bachelor degree,20.0
12571,bachelor degree,14.0
12572,bachelor degree,8.0
12573,bachelor degree,5.0
12574,bachelor degree,27.0
12575,bachelor degree,8.0
12577,bachelor degree,14.0
12578,bachelor degree,8.0
12579,bachelor degree,14.0
12580,bachelor degree,14.0
12581,bachelor degree,14.0
12583,bachelor degree,28.0
12584,bachelor degree,13.0
12585,bachelor degree,18.0
12586,bachelor degree,14.0
12587,bachelor degree,15.0
12588,bachelor degree,27.0
12589,bachelor degree,13.0
12590,bachelor degree,14.0
12591,bachelor degree,29.0
12592,bachelor degree,14.0
12593,bachelor degree,14.0
12594,bachelor degree,25.0
12597,bachelor degree,35.0
12598,bachelor degree,14.0
12599,bachelor degree,14.0
12600,bachelor degree,18.0
12601,bachelor degree,6.0
12602,bachelor degree,7.0
12603,bachelor degree,7.0
12604,bachelor degree,6.0
12606,bachelor degree,10.0
12607,bachelor degree,10.0
12608,bachelor degree,24.0
12609,bachelor degree,7.0
12610,bachelor degree,13.0
12611,bachelor degree,15.0
12613,bachelor degree,1.0
12614,bachelor degree,7.0
12615,bachelor degree,21.0
12616,bachelor degree,10.0
12617,bachelor degree,29.0
12618,bachelor degree,31.0
12619,bachelor degree,7.0
12620,bachelor degree,29.0
12621,bachelor degree,22.0
12622,bachelor degree,26.0
12623,bachelor degree,1.0
12626,bachelor degree,13.0
12628,bachelor degree,3.0
12629,bachelor degree,2.0
12630,bachelor degree,3.0
12631,bachelor degree,31.0
12633,bachelor degree,13.0
12634,bachelor degree,22.0
12635,bachelor degree,13.0
12636,bachelor degree,18.0
12637,bachelor degree,35.0
12638,bachelor degree,54.0
12640,bachelor degree,15.0
12642,bachelor degree,12.0
12644,bachelor degree,8.0
12645,bachelor degree,2.0
12646,bachelor degree,14.0
12647,bachelor degree,3.0
12649,bachelor degree,10.0
12650,bachelor degree,21.0
12651,bachelor degree,13.0
12652,bachelor degree,14.0
12653,bachelor degree,9.0
12655,bachelor degree,35.0
12656,bachelor degree,6.0
12657,bachelor degree,25.0
12658,bachelor degree,6.0
12659,bachelor degree,14.0
12660,bachelor degree,16.0
12661,bachelor degree,29.0
12662,bachelor degree,8.0
12663,bachelor degree,77.0
12664,bachelor degree,6.0
12665,bachelor degree,61.0
12666,bachelor degree,32.0
12668,bachelor degree,28.0
12669,bachelor degree,11.0
12670,bachelor degree,3.0
12671,bachelor degree,11.0
12672,bachelor degree,27.0
12673,bachelor degree,13.0
12674,bachelor degree,29.0
12675,bachelor degree,14.0
12676,bachelor degree,36.0
12677,bachelor degree,5.0
12678,bachelor degree,9.0
12679,bachelor degree,35.0
12680,bachelor degree,13.0
12681,bachelor degree,8.0
12682,bachelor degree,89.0
12683,bachelor degree,8.0
12684,bachelor degree,7.0
12685,bachelor degree,10.0
12687,bachelor degree,8.0
12688,bachelor degree,7.0
12689,bachelor degree,7.0
12690,bachelor degree,12.0
12691,bachelor degree,14.0
12692,bachelor degree,3.0
12693,bachelor degree,12.0
12694,bachelor degree,13.0
12695,bachelor degree,19.0
12696,bachelor degree,2.0
12697,bachelor degree,2.0
12698,bachelor degree,6.0
12699,bachelor degree,7.0
12700,bachelor degree,11.0
12701,bachelor degree,29.0
12702,bachelor degree,8.0
12703,bachelor degree,6.0
12704,bachelor degree,11.0
12705,bachelor degree,21.0
12706,bachelor degree,27.0
12707,bachelor degree,13.0
12708,bachelor degree,4.0
12710,bachelor degree,22.0
12711,bachelor degree,24.0
12712,bachelor degree,12.0
12713,bachelor degree,14.0
12714,bachelor degree,24.0
12715,bachelor degree,19.0
12716,bachelor degree,5.0
12717,bachelor degree,4.0
12718,bachelor degree,21.0
12719,bachelor degree,13.0
12720,bachelor degree,32.0
12721,bachelor degree,6.0
12722,bachelor degree,18.0
12723,bachelor degree,14.0
12724,bachelor degree,2.0
12725,bachelor degree,18.0
12726,bachelor degree,4.0
12727,bachelor degree,28.0
12728,bachelor degree,16.0
12729,bachelor degree,6.0
12730,bachelor degree,22.0
12731,bachelor degree,3.0
12732,bachelor degree,20.0
12733,bachelor degree,2.0
12734,bachelor degree,19.0
12735,bachelor degree,3.0
12736,bachelor degree,16.0
12737,bachelor degree,15.0
12738,bachelor degree,13.0
12739,bachelor degree,24.0
12740,bachelor degree,15.0
12741,bachelor degree,23.0
12742,bachelor degree,7.0
12743,bachelor degree,7.0
12744,bachelor degree,13.0
12745,bachelor degree,7.0
12746,bachelor degree,7.0
12747,bachelor degree,8.0
12748,bachelor degree,12.0
12749,bachelor degree,13.0
12750,bachelor degree,12.0
12751,bachelor degree,2.0
12752,bachelor degree,14.0
12753,bachelor degree,4.0
12754,bachelor degree,18.0
12755,bachelor degree,7.0
12756,bachelor degree,9.0
12757,bachelor degree,12.0
12758,bachelor degree,28.0
12759,bachelor degree,14.0
12760,bachelor degree,158.0
12761,bachelor degree,13.0
12762,bachelor degree,8.0
12763,bachelor degree,16.0
12764,bachelor degree,13.0
12765,bachelor degree,12.0
12766,bachelor degree,9.0
12767,bachelor degree,8.0
12768,bachelor degree,14.0
12769,bachelor degree,24.0
12770,bachelor degree,28.0
12771,bachelor degree,14.0
12772,bachelor degree,14.0
12773,bachelor degree,6.0
12774,bachelor degree,6.0
12775,bachelor degree,16.0
12776,bachelor degree,21.0
12777,bachelor degree,15.0
12778,bachelor degree,4.0
12780,bachelor degree,11.0
12781,bachelor degree,25.0
12782,bachelor degree,9.0
12783,bachelor degree,32.0
12784,bachelor degree,15.0
12785,bachelor degree,17.0
12786,bachelor degree,8.0
12787,bachelor degree,2.0
12788,bachelor degree,12.0
12789,bachelor degree,2.0
12790,bachelor degree,13.0
12791,bachelor degree,14.0
12792,bachelor degree,15.0
12793,bachelor degree,21.0
12794,bachelor degree,13.0
12795,bachelor degree,8.0
12796,bachelor degree,14.0
12797,bachelor degree,14.0
12798,bachelor degree,41.0
12799,bachelor degree,3.0
12800,bachelor degree,110.0
12801,bachelor degree,14.0
12802,bachelor degree,25.0
12803,bachelor degree,9.0
12804,bachelor degree,11.0
12805,bachelor degree,14.0
12806,bachelor degree,8.0
12807,bachelor degree,7.0
12808,bachelor degree,14.0
12809,bachelor degree,14.0
12810,bachelor degree,61.0
12811,bachelor degree,28.0
12812,bachelor degree,14.0
12813,bachelor degree,14.0
12814,bachelor degree,14.0
12815,bachelor degree,9.0
12816,bachelor degree,7.0
12817,bachelor degree,28.0
12818,bachelor degree,28.0
12819,bachelor degree,15.0
12821,bachelor degree,14.0
12824,bachelor degree,14.0
12825,bachelor degree,19.0
12827,bachelor degree,5.0
12828,bachelor degree,22.0
12829,bachelor degree,26.0
12830,bachelor degree,1.0
12831,bachelor degree,28.0
12832,bachelor degree,2.0
12833,bachelor degree,11.0
12835,bachelor degree,10.0
12836,bachelor degree,23.0
12838,bachelor degree,19.0
12840,bachelor degree,160.0
12841,bachelor degree,13.0
12843,bachelor degree,14.0
12844,bachelor degree,22.0
12845,bachelor degree,11.0
12846,bachelor degree,12.0
12847,bachelor degree,11.0
12848,bachelor degree,26.0
12849,bachelor degree,11.0
12850,bachelor degree,14.0
12851,bachelor degree,15.0
12852,bachelor degree,14.0
12854,bachelor degree,14.0
12855,bachelor degree,14.0
12856,bachelor degree,14.0
12857,bachelor degree,27.0
12858,bachelor degree,20.0
12859,bachelor degree,41.0
12860,bachelor degree,11.0
12861,bachelor degree,9.0
12862,bachelor degree,12.0
12863,bachelor degree,8.0
12865,bachelor degree,7.0
12866,bachelor degree,27.0
12867,bachelor degree,28.0
12868,bachelor degree,11.0
12869,bachelor degree,2.0
12870,bachelor degree,143.0
12871,bachelor degree,17.0
12872,bachelor degree,5.0
12873,bachelor degree,14.0
12874,bachelor degree,14.0
12875,bachelor degree,1.0
12876,bachelor degree,161.0
12877,bachelor degree,10.0
12878,bachelor degree,3.0
12879,bachelor degree,16.0
12880,bachelor degree,13.0
12882,bachelor degree,14.0
12883,bachelor degree,14.0
12884,bachelor degree,14.0
12885,bachelor degree,13.0
12886,bachelor degree,20.0
12887,bachelor degree,24.0
12888,bachelor degree,21.0
12889,bachelor degree,20.0
12890,bachelor degree,6.0
12891,bachelor degree,3.0
12893,bachelor degree,69.0
12894,bachelor degree,18.0
12895,bachelor degree,19.0
12896,bachelor degree,11.0
12897,bachelor degree,5.0
12898,bachelor degree,7.0
12899,bachelor degree,14.0
12900,bachelor degree,14.0
12901,bachelor degree,5.0
12902,bachelor degree,3.0
12903,bachelor degree,14.0
12904,bachelor degree,23.0
12905,bachelor degree,26.0
12906,bachelor degree,41.0
12907,bachelor degree,27.0
12908,bachelor degree,3.0
12909,bachelor degree,2.0
12911,bachelor degree,12.0
12912,bachelor degree,112.0
12914,bachelor degree,5.0
12915,bachelor degree,2.0
12916,bachelor degree,4.0
12917,bachelor degree,12.0
12918,bachelor degree,29.0
12919,bachelor degree,12.0
12920,bachelor degree,121.0
12921,bachelor degree,1.0
12922,bachelor degree,7.0
12923,bachelor degree,29.0
12924,bachelor degree,129.0
12925,bachelor degree,26.0
12926,bachelor degree,41.0
12927,bachelor degree,22.0
12928,bachelor degree,13.0
12929,bachelor degree,13.0
12930,bachelor degree,21.0
12931,bachelor degree,5.0
12932,bachelor degree,6.0
12933,bachelor degree,2.0
12934,bachelor degree,17.0
12935,bachelor degree,6.0
12936,bachelor degree,12.0
12937,bachelor degree,14.0
12938,bachelor degree,15.0
12939,bachelor degree,28.0
12940,bachelor degree,9.0
12941,bachelor degree,7.0
12942,bachelor degree,7.0
12943,bachelor degree,13.0
12944,bachelor degree,26.0
12945,bachelor degree,14.0
12946,bachelor degree,15.0
12947,bachelor degree,14.0
12948,bachelor degree,13.0
12949,bachelor degree,21.0
12950,bachelor degree,3.0
12951,bachelor degree,2.0
12952,bachelor degree,29.0
12953,bachelor degree,4.0
12954,bachelor degree,16.0
12956,bachelor degree,15.0
12958,bachelor degree,21.0
12959,bachelor degree,11.0
12960,bachelor degree,10.0
12961,bachelor degree,14.0
12962,bachelor degree,7.0
12963,bachelor degree,2.0
12964,bachelor degree,7.0
12965,bachelor degree,13.0
12966,bachelor degree,11.0
12967,bachelor degree,16.0
12968,bachelor degree,13.0
12969,bachelor degree,14.0
12970,bachelor degree,4.0
12971,bachelor degree,14.0
12972,bachelor degree,13.0
12973,bachelor degree,16.0
12974,bachelor degree,7.0
12975,bachelor degree,7.0
12976,bachelor degree,11.0
12978,bachelor degree,10.0
12979,bachelor degree,11.0
12980,bachelor degree,14.0
12982,bachelor degree,13.0
12983,bachelor degree,6.0
12984,bachelor degree,9.0
12986,bachelor degree,2.0
12988,bachelor degree,4.0
12989,bachelor degree,7.0
12990,bachelor degree,5.0
12992,bachelor degree,13.0
12993,bachelor degree,1.0
12994,bachelor degree,13.0
12995,bachelor degree,7.0
12996,bachelor degree,7.0
12997,bachelor degree,7.0
12998,bachelor degree,2.0
12999,bachelor degree,10.0
13000,bachelor degree,18.0
13001,bachelor degree,14.0
13002,bachelor degree,26.0
13003,bachelor degree,19.0
13004,bachelor degree,20.0
13005,bachelor degree,14.0
13006,bachelor degree,2.0
13007,bachelor degree,6.0
13008,bachelor degree,140.0
13010,bachelor degree,3.0
13012,bachelor degree,13.0
13013,bachelor degree,8.0
13014,bachelor degree,7.0
13015,bachelor degree,7.0
13016,bachelor degree,3.0
13017,bachelor degree,11.0
13018,bachelor degree,7.0
13019,bachelor degree,16.0
13020,bachelor degree,8.0
13021,bachelor degree,28.0
13022,bachelor degree,25.0
13023,bachelor degree,24.0
13024,bachelor degree,11.0
13025,bachelor degree,7.0
13026,bachelor degree,8.0
